Company_Name,Company_Age,CIBIL_Commercial_Score,GSTR_Declared_Revenue_Cr,Bank_Statement_Inflow_Cr,Litigation_Count,News_Sentiment_Score,Loan_Approved,Approved_Limit_Cr,Interest_Rate_Pct
"Savant, Mani and Banik",48,506,93.35,98.15,0,0.8,0,0.0,0.0
"Doshi, Bath and Talwar",3,501,167.9,169.04,0,0.69,0,0.0,0.0
Mani-Rajagopalan,24,482,472.1,490.37,5,0.28,0,0.0,0.0
Som PLC,47,633,363.28,392.74,10,-0.82,0,0.0,0.0
Luthra Inc,30,869,145.28,149.35,0,-0.74,0,0.0,0.0
"Sharma, Ahuja and Chanda",6,346,418.45,403.98,0,0.21,0,0.0,0.0
Kata PLC,22,729,9.0,12.24,10,-0.64,0,0.0,0.0
Setty Group,18,736,418.26,401.02,3,-0.43,0,0.0,0.0
Barad Group,26,642,458.01,756.32,0,-0.12,0,0.0,0.0
Viswanathan-Saha,10,476,330.51,352.63,0,0.09,0,0.0,0.0
Narula Group,35,561,119.33,128.26,1,-0.05,0,0.0,0.0
Gokhale PLC,21,345,426.85,746.36,0,0.9,0,0.0,0.0
Halder-Mand,1,516,191.53,206.69,0,-0.12,0,0.0,0.0
Hans-Sengupta,15,335,447.98,463.59,0,-0.82,0,0.0,0.0
Pal LLC,44,754,61.31,56.88,1,0.52,1,8.4,9.23
Dhingra PLC,46,575,446.84,458.79,0,0.23,0,0.0,0.0
"Dutt, Butala and Bhargava",22,864,162.38,164.13,0,-0.74,0,0.0,0.0
Gour LLC,41,865,110.96,109.47,0,-0.9,0,0.0,0.0
Yogi Group,42,860,75.43,78.58,0,0.9,1,18.36,8.7
Gulati Group,18,334,303.04,300.31,0,-0.54,0,0.0,0.0
"Khosla, Sidhu and Ramanathan",37,660,472.87,251.93,0,0.67,0,0.0,0.0
More-Balasubramanian,48,712,462.23,447.42,0,0.49,1,85.55,9.44
"Pathak, Som and Chhabra",10,659,257.46,268.74,0,0.68,1,41.26,9.71
Iyengar-Chandran,37,725,7.17,6.85,0,0.84,1,1.24,9.38
Gandhi and Sons,30,613,385.75,380.26,1,-0.16,1,64.27,9.94
Bir PLC,49,325,113.4,115.16,0,-0.62,0,0.0,0.0
"Varughese, Mahal and Patla",35,584,355.47,381.67,0,0.45,0,0.0,0.0
Sankaran PLC,1,515,160.1,163.24,0,-0.38,0,0.0,0.0
Minhas-Majumdar,45,449,318.89,295.08,2,0.94,0,0.0,0.0
Halder-Nayak,8,829,418.23,380.87,2,0.69,1,63.04,8.86
Jayaraman-Palla,26,529,41.02,59.59,0,0.52,0,0.0,0.0
Shroff and Sons,21,558,353.52,241.3,0,-0.8,0,0.0,0.0
"Sami, Kamdar and Sachdev",4,550,8.84,14.26,0,0.63,0,0.0,0.0
"Garg, Mall and Setty",15,618,465.56,501.87,0,-0.11,1,68.38,9.91
Nagar LLC,24,664,211.65,222.57,0,0.04,1,31.7,9.68
"Mall, Bora and Kade",14,879,185.32,175.33,0,-0.36,1,32.41,8.61
Mall PLC,28,549,466.05,223.12,0,0.66,0,0.0,0.0
Bhatnagar-Sarkar,28,552,412.28,619.89,1,0.15,0,0.0,0.0
Pant-Jha,17,519,135.21,123.61,0,0.15,0,0.0,0.0
Mutti and Sons,20,805,470.46,451.05,0,-0.89,0,0.0,0.0
Krish Ltd,33,701,139.01,152.89,0,0.09,1,27.87,9.49
Loke-Sane,46,865,84.39,81.68,2,-0.24,1,17.59,8.68
Jaggi-Garde,3,882,74.82,77.95,0,-0.86,0,0.0,0.0
Bail and Sons,1,677,171.65,163.15,0,-0.76,0,0.0,0.0
Panchal-Kumer,45,333,178.3,168.47,1,-0.32,0,0.0,0.0
Kala PLC,25,626,405.98,404.46,3,0.1,0,0.0,0.0
Keer-Subramaniam,49,402,94.24,98.46,0,0.72,0,0.0,0.0
Basak-Warrior,20,371,161.86,156.54,0,-0.78,0,0.0,0.0
Ramanathan Inc,42,791,98.13,105.75,0,-0.93,0,0.0,0.0
Mukhopadhyay-Agrawal,30,712,459.13,475.64,2,0.43,1,80.51,9.44
Sidhu LLC,47,682,210.03,190.9,2,-0.33,1,25.96,9.59
Chawla-Kalla,4,886,259.92,240.72,1,0.9,1,54.64,10.07
Shan-Babu,13,783,395.4,383.65,2,-0.52,0,0.0,0.0
Rajagopalan Group,37,516,184.3,173.89,0,-0.41,0,0.0,0.0
Mohanty LLC,33,836,37.27,33.92,0,-0.31,1,6.04,8.82
"Dutt, Kala and Krish",18,435,455.82,475.48,0,0.25,0,0.0,0.0
Padmanabhan Group,45,331,412.11,412.49,0,0.05,0,0.0,0.0
"Johal, Bhargava and Batra",25,413,408.32,396.82,2,0.22,0,0.0,0.0
Khanna-Karan,31,892,499.38,863.52,0,0.59,0,0.0,0.0
"Vala, Bhatnagar and Jani",45,679,180.89,183.58,0,-0.71,0,0.0,0.0
Sandal-Sinha,1,484,453.22,411.24,0,-0.56,0,0.0,0.0
Chakraborty LLC,2,717,122.22,122.28,0,0.46,1,17.82,10.91
Chaudhari Ltd,44,709,143.4,145.43,0,-0.07,1,27.81,9.46
"Kapoor, Batra and Deo",43,582,49.49,45.85,0,0.27,0,0.0,0.0
Dube-Agarwal,4,765,39.54,37.61,0,-0.23,1,5.65,10.68
Sahni-Edwin,2,416,130.11,125.2,0,0.14,0,0.0,0.0
"Ramachandran, Mital and Loyal",27,586,283.12,269.78,0,0.81,0,0.0,0.0
"Patla, Yogi and Warrior",19,559,140.85,151.52,1,0.18,0,0.0,0.0
Khatri Inc,38,556,23.96,16.0,1,-0.93,0,0.0,0.0
"Sachdev, Sani and Bhat",32,687,378.46,384.75,0,0.89,1,59.25,9.56
Patil-Gade,23,662,284.82,270.5,0,-0.98,0,0.0,0.0
"Chandran, Bhat and Seth",17,662,9.13,12.88,0,-0.75,0,0.0,0.0
Nath-Dasgupta,48,709,195.14,184.18,1,-0.81,0,0.0,0.0
"Kashyap, Merchant and Barad",44,475,217.78,283.73,0,-0.06,0,0.0,0.0
Raghavan Ltd,44,822,241.01,223.3,0,0.99,1,50.88,8.89
"Menon, Upadhyay and Sarma",29,584,359.15,373.68,0,0.12,0,0.0,0.0
Mistry-Mani,2,723,174.72,184.27,0,0.82,1,24.99,10.88
"Palla, Bobal and Suri",13,464,69.66,66.07,1,-0.08,0,0.0,0.0
"Uppal, Mody and Deshpande",18,818,318.85,340.76,0,-0.15,1,62.77,8.91
Rajagopalan LLC,40,383,20.13,22.02,0,0.91,0,0.0,0.0
Contractor-Parmar,15,893,64.4,64.81,2,-0.97,0,0.0,0.0
Wagle LLC,32,440,294.38,323.15,1,0.43,0,0.0,0.0
Rana and Sons,16,366,239.71,238.17,2,-0.45,0,0.0,0.0
Shah-Sama,34,485,351.49,190.29,3,0.92,0,0.0,0.0
Ravi-Singhal,1,801,324.03,330.49,1,-0.52,0,0.0,0.0
Goda PLC,13,430,242.91,245.86,0,-0.81,0,0.0,0.0
"Bahri, Kari and Bandi",42,594,478.87,526.33,0,0.71,0,0.0,0.0
Srinivasan Group,11,679,442.53,452.78,0,-0.51,0,0.0,0.0
Bhargava-Som,38,386,162.46,151.96,0,0.71,0,0.0,0.0
"Misra, Sahni and Kala",24,573,346.47,351.01,0,0.58,0,0.0,0.0
Lanka Inc,42,664,51.25,51.09,2,0.85,1,8.77,9.68
Tara Inc,40,504,167.02,154.87,0,0.69,0,0.0,0.0
Panchal-Kade,3,367,167.98,154.14,0,-0.73,0,0.0,0.0
Mann-Gour,33,367,449.57,475.92,0,-0.51,0,0.0,0.0
Dyal Ltd,2,746,189.57,202.52,0,0.62,1,36.32,10.77
Buch-More,8,522,268.42,247.33,0,0.55,0,0.0,0.0
"Devi, Chauhan and Dasgupta",4,424,419.68,552.12,5,0.1,0,0.0,0.0
Mammen Inc,22,455,328.88,301.26,2,-0.14,0,0.0,0.0
Bassi-Mohanty,34,543,227.23,156.32,1,-0.58,0,0.0,0.0
"Subramaniam, Kata and Hari",43,706,419.17,391.89,2,0.95,1,59.62,9.47
"Bedi, Natt and Krishnamurthy",3,825,375.81,380.71,0,0.51,1,71.33,10.38
Gulati-Acharya,27,785,274.05,259.7,0,-0.28,1,53.1,9.07
Arora Group,43,505,364.59,189.15,0,-0.44,0,0.0,0.0
"Saxena, Gupta and Walia",18,437,364.67,365.38,0,0.15,0,0.0,0.0
Chadha PLC,22,752,108.12,100.02,0,0.12,1,17.86,9.24
Kashyap Group,6,734,240.97,261.23,0,-0.94,0,0.0,0.0
Soni-Kaur,17,572,30.6,28.83,0,0.22,0,0.0,0.0
Sarna-Sekhon,46,344,140.15,132.99,0,-0.65,0,0.0,0.0
Purohit LLC,10,335,29.65,28.76,0,0.37,0,0.0,0.0
Mane-Hegde,34,591,425.59,420.28,3,0.41,0,0.0,0.0
Rattan-Dutta,22,629,239.15,253.6,0,0.19,1,43.85,9.86
Gandhi PLC,24,765,461.96,440.65,0,-0.45,1,66.45,9.18
"Mital, Rajagopalan and Rege",8,524,61.45,59.58,2,0.2,0,0.0,0.0
Gara-Deo,10,893,388.4,535.26,1,0.47,0,0.0,0.0
"Parmer, Biswas and Kalla",6,832,462.02,422.56,0,0.57,1,91.35,8.84
"Sarna, Mannan and Singh",10,669,315.95,318.93,2,0.51,1,48.68,9.65
Arora Ltd,38,733,185.7,199.79,0,-0.92,0,0.0,0.0
Korpal and Sons,1,682,142.57,153.7,1,0.41,1,24.62,11.09
Minhas-Hari,41,432,298.67,282.74,0,0.61,0,0.0,0.0
Sarna Group,31,856,341.36,328.76,0,-0.97,0,0.0,0.0
More-Nayar,45,685,447.51,472.24,0,0.72,1,71.59,9.57
"Grewal, Srinivasan and Acharya",46,861,7.46,7.73,0,-0.8,0,0.0,0.0
"Krishnan, Dar and Krishnan",3,316,245.32,237.25,0,0.95,0,0.0,0.0
Gala Inc,36,737,38.44,34.85,1,-0.92,0,0.0,0.0
Devan Group,7,783,52.06,53.87,0,0.23,1,7.07,9.09
Sankar Inc,3,364,110.25,107.49,0,0.91,0,0.0,0.0
Mahajan-Bhavsar,44,695,318.2,301.79,0,-0.66,0,0.0,0.0
"Bawa, Garde and Buch",47,621,325.94,560.25,0,-0.84,0,0.0,0.0
Sabharwal-Shah,14,370,302.73,467.39,0,-0.16,0,0.0,0.0
Narang-Arora,39,559,300.95,150.99,0,0.25,0,0.0,0.0
"Gade, Sarma and De",32,789,131.93,142.25,0,0.89,1,26.06,9.05
Kadakia-Dada,15,730,314.71,488.61,0,0.44,0,0.0,0.0
"Mangat, Murty and Swamy",8,405,440.5,471.97,0,-0.08,0,0.0,0.0
Pathak and Sons,23,762,447.52,489.24,0,-0.45,1,86.09,9.19
Vohra-Om,23,893,329.04,299.36,0,0.38,1,69.23,8.54
"Gandhi, Sandhu and Bassi",39,525,397.65,369.83,0,-0.07,0,0.0,0.0
Golla-Mody,33,519,7.8,7.1,0,0.91,0,0.0,0.0
Tank LLC,31,301,406.52,428.77,0,0.27,0,0.0,0.0
Arya-Jhaveri,9,314,78.31,131.76,1,0.9,0,0.0,0.0
Dave Group,4,668,86.84,94.4,0,-0.97,0,0.0,0.0
Dutta-Date,34,420,252.87,252.34,0,0.92,0,0.0,0.0
Shere LLC,8,364,342.96,205.45,0,0.2,0,0.0,0.0
"Dar, Ramakrishnan and Grewal",17,752,270.09,255.53,0,1.0,1,33.56,9.24
Gokhale-Singhal,42,880,344.31,318.17,0,-0.2,1,52.22,8.6
Gulati and Sons,48,598,427.31,445.68,3,0.33,0,0.0,0.0
"Prabhu, Mallick and Ramaswamy",38,309,232.09,376.67,0,0.77,0,0.0,0.0
Garde Group,10,730,162.56,158.27,0,-0.74,0,0.0,0.0
Dutt Group,4,508,310.07,288.69,0,-0.08,0,0.0,0.0
"Sundaram, Atwal and Naik",36,721,12.63,13.43,0,-0.15,1,1.92,9.39
"Bala, Patil and Sarraf",47,422,495.1,522.61,0,0.1,0,0.0,0.0
"Sahota, Nagarajan and Madan",20,386,354.22,366.99,0,-0.57,0,0.0,0.0
"Mall, Samra and Bhandari",15,755,48.71,51.93,1,-0.58,0,0.0,0.0
Ravi-Sachdeva,2,325,117.0,123.85,0,-0.85,0,0.0,0.0
Hora Ltd,25,639,315.18,335.44,0,0.34,1,52.52,9.8
Soni LLC,16,649,334.38,364.91,5,-0.68,0,0.0,0.0
Das-Bahri,39,377,392.56,259.77,0,-0.07,0,0.0,0.0
"Buch, Mahajan and Goel",5,418,5.6,5.73,0,-0.37,0,0.0,0.0
Johal PLC,13,384,100.72,65.95,0,0.23,0,0.0,0.0
"Sharma, Chad and Morar",32,649,210.5,223.1,1,-0.16,1,32.58,9.75
Thakur-Sani,20,325,267.85,277.65,1,-0.5,0,0.0,0.0
Wadhwa PLC,1,686,393.22,567.25,0,0.32,0,0.0,0.0
"Nazareth, Chakrabarti and Wali",49,819,59.31,54.82,0,-0.22,1,7.99,8.9
Bala Inc,37,436,193.75,207.0,0,0.07,0,0.0,0.0
Bandi-Bera,13,470,120.68,120.43,0,-0.45,0,0.0,0.0
Keer-Hayer,38,347,388.77,412.23,0,-0.75,0,0.0,0.0
Sundaram-Khurana,9,441,389.78,362.65,1,0.97,0,0.0,0.0
"Nagarajan, Sehgal and Sethi",40,545,414.08,420.41,0,0.45,0,0.0,0.0
Sachar Ltd,36,847,123.96,120.46,0,-0.94,0,0.0,0.0
Varughese Group,13,383,271.27,126.03,0,0.49,0,0.0,0.0
"Ramakrishnan, Tandon and Salvi",42,853,340.78,358.77,0,-0.59,0,0.0,0.0
Trivedi PLC,40,459,39.41,16.49,1,0.85,0,0.0,0.0
"Sama, Bhardwaj and Khosla",31,607,203.67,212.59,3,-0.79,0,0.0,0.0
"Dugal, Trivedi and Batta",43,328,164.02,151.0,0,-0.33,0,0.0,0.0
"Joshi, Gandhi and Soman",12,846,150.7,158.64,1,-0.21,1,25.51,8.77
Chada-Sandhu,47,764,461.09,473.97,0,0.47,1,81.07,9.18
Sood-Mistry,9,333,63.61,60.44,1,-0.78,0,0.0,0.0
Doctor-Pau,42,435,27.62,25.97,0,0.22,0,0.0,0.0
Saraf-Sarraf,6,602,87.97,90.82,0,0.49,1,13.44,9.99
Nagi-Chaudhuri,26,503,282.33,258.88,2,0.62,0,0.0,0.0
Konda PLC,17,621,112.95,185.52,3,0.14,0,0.0,0.0
Bose Group,15,803,475.68,436.05,1,-0.27,1,79.57,8.98
Desai-Soman,30,499,51.91,21.07,1,0.6,0,0.0,0.0
Grewal Inc,5,527,419.32,408.7,0,0.24,0,0.0,0.0
"Naidu, Lalla and Gandhi",29,880,308.58,497.99,0,-0.28,0,0.0,0.0
Manda and Sons,7,572,307.6,287.82,0,0.85,0,0.0,0.0
Sahota LLC,23,675,341.63,368.77,1,-0.93,0,0.0,0.0
Kumer Group,14,894,347.08,348.54,0,-0.61,0,0.0,0.0
Shah-Hegde,1,696,243.12,251.58,0,-0.89,0,0.0,0.0
Kamdar LLC,23,550,122.35,118.04,0,-0.4,0,0.0,0.0
Chatterjee-Kapur,17,592,497.94,465.93,0,0.23,0,0.0,0.0
Sha-Gour,48,409,307.55,334.2,0,-0.78,0,0.0,0.0
"Ratti, Dewan and Modi",23,727,90.9,88.6,2,-0.2,1,12.11,9.37
Lad-Padmanabhan,10,348,287.96,285.37,3,0.77,0,0.0,0.0
Wali-Varma,18,329,116.4,114.32,0,0.6,0,0.0,0.0
Sarma Group,43,777,236.69,223.32,0,0.04,1,43.94,9.12
"Bhasin, Dixit and Narayan",21,832,294.54,304.27,0,0.92,1,54.43,8.84
Nagi Ltd,1,511,334.82,154.55,0,-0.02,0,0.0,0.0
Raj Group,2,572,46.56,45.07,0,0.04,0,0.0,0.0
Agarwal-Bhardwaj,28,797,215.62,231.66,0,0.72,1,33.78,9.02
"Shenoy, Wagle and Chokshi",9,688,450.22,476.41,0,-0.42,1,69.28,9.56
Soman Ltd,9,645,252.41,246.73,2,-0.57,0,0.0,0.0
"Ramesh, Nagar and Sengupta",14,352,470.04,463.32,0,0.6,0,0.0,0.0
Ramakrishnan-Bhandari,25,473,409.65,412.41,0,-0.89,0,0.0,0.0
Kannan-Bandi,42,680,451.22,469.76,0,0.66,1,77.92,9.6
Raj-Cheema,45,888,98.7,100.74,0,-0.76,0,0.0,0.0
"Shanker, Zachariah and Keer",15,739,364.32,556.03,0,-0.64,0,0.0,0.0
Karan-Sethi,20,301,122.39,120.58,0,0.85,0,0.0,0.0
"Tak, Chahal and Pant",14,795,164.98,180.89,0,0.46,1,26.9,9.03
Manda-Chowdhury,20,514,51.16,89.74,0,-0.07,0,0.0,0.0
Shah-Garg,44,313,261.61,390.26,0,0.74,0,0.0,0.0
Lalla-Swaminathan,13,715,288.18,294.86,0,0.75,1,54.33,9.43
Khare-Vaidya,25,691,368.92,347.95,0,0.53,1,65.72,9.54
Wason-Vala,22,362,127.03,128.65,0,-0.52,0,0.0,0.0
Bhattacharyya-Upadhyay,44,381,104.42,97.86,0,-0.8,0,0.0,0.0
"Goyal, Kumer and Bhalla",31,754,338.6,180.56,0,0.28,0,0.0,0.0
"Singh, Dani and Varma",30,691,107.8,116.68,0,-0.7,0,0.0,0.0
"Mand, Bali and Bhandari",40,878,291.71,265.01,1,-0.45,1,59.37,8.61
"Khalsa, Venkatesh and Rana",13,532,184.01,290.78,0,-0.19,0,0.0,0.0
"Yogi, Lal and Toor",49,743,54.78,52.28,0,-0.29,1,7.3,9.29
"Hora, Patil and Saraf",26,647,441.91,423.96,1,0.19,1,54.08,9.77
"Ranganathan, Narula and Chada",14,633,487.93,523.31,0,0.95,1,57.13,9.84
Khalsa Ltd,45,879,217.18,231.26,1,-0.96,0,0.0,0.0
"Sagar, Bahl and Kaul",7,376,20.87,18.97,1,0.13,0,0.0,0.0
"Dugal, Tiwari and Tella",14,654,37.88,38.27,0,0.41,1,4.73,9.73
"Behl, Dave and Srinivas",26,371,308.66,554.82,0,0.77,0,0.0,0.0
"Deshmukh, Ravel and Khalsa",45,402,238.9,231.29,0,-0.68,0,0.0,0.0
"Sandhu, Nagar and Sankar",23,899,135.09,122.8,0,-0.64,0,0.0,0.0
Anne-Butala,6,351,323.18,336.33,0,0.61,0,0.0,0.0
"Panchal, Deshmukh and Tandon",47,586,33.96,19.31,1,0.58,0,0.0,0.0
Bhandari LLC,29,432,315.25,318.62,0,0.74,0,0.0,0.0
"Chhabra, Basak and Kunda",45,816,425.32,755.99,1,-0.27,0,0.0,0.0
Kaul-Dugar,47,424,281.55,301.26,0,-0.99,0,0.0,0.0
"Gill, Dasgupta and Ramesh",49,465,156.67,156.7,0,0.81,0,0.0,0.0
"Konda, Deshpande and Mukherjee",20,838,89.27,83.73,0,0.33,1,18.24,8.81
Purohit Inc,17,455,123.27,113.87,0,0.14,0,0.0,0.0
Roy-Sengupta,42,695,159.05,170.18,0,-0.13,1,28.21,9.53
Singhal Group,17,712,195.13,204.27,0,-0.2,1,29.72,9.44
Parikh Ltd,39,411,64.96,94.7,0,0.74,0,0.0,0.0
"Sekhon, Dyal and Ramakrishnan",12,826,51.94,50.35,0,0.34,1,10.24,8.87
Sarkar-Mishra,31,398,15.61,16.36,0,-0.66,0,0.0,0.0
Prashad and Sons,24,362,357.53,344.45,2,0.54,0,0.0,0.0
Dhar Inc,13,645,226.41,239.55,0,0.49,1,33.38,9.78
Karpe-Bala,40,683,320.89,292.81,1,-0.37,1,46.0,9.59
Singh Group,25,611,340.61,366.67,0,-0.07,1,37.84,9.95
"Prabhakar, Rau and Lala",21,552,341.03,357.91,0,-0.75,0,0.0,0.0
Rajagopal-Solanki,45,853,172.82,175.29,0,-0.41,1,30.34,8.73
Sani Ltd,22,755,95.43,91.83,1,0.71,1,13.94,9.22
Lal LLC,42,817,181.5,193.58,0,-0.13,1,35.85,8.91
"Sharaf, Memon and Varkey",32,348,218.2,146.27,0,-0.96,0,0.0,0.0
Kaul-Ramesh,20,867,297.72,161.84,0,0.79,0,0.0,0.0
"Mand, Dhillon and Ratta",24,667,423.76,450.24,0,0.24,1,65.33,9.66
"Lala, Pillay and Sangha",15,578,485.11,498.15,1,-0.14,0,0.0,0.0
"Pau, Bala and Varty",44,316,157.76,161.15,0,-0.34,0,0.0,0.0
Dara-Bahl,38,460,469.32,490.35,1,-0.18,0,0.0,0.0
Varughese-Ramanathan,31,314,306.81,318.28,1,0.79,0,0.0,0.0
"Sahni, Anne and Rege",33,768,320.45,338.89,1,0.02,1,63.68,9.16
"Babu, Patil and Kar",41,800,467.07,304.02,1,-0.31,0,0.0,0.0
Sule-Joshi,2,517,134.92,130.29,0,-0.22,0,0.0,0.0
"Varma, Shukla and Gill",33,390,248.37,238.2,0,-0.25,0,0.0,0.0
Sidhu Ltd,32,640,409.82,406.18,0,-0.01,1,61.2,9.8
"Som, Nagarajan and Mutti",18,402,354.01,357.09,0,-0.87,0,0.0,0.0
"Bhatt, Bhagat and Iyengar",47,633,164.34,159.31,0,0.05,1,22.02,9.84
Kashyap-Varughese,31,807,197.44,108.8,0,-0.62,0,0.0,0.0
"Nigam, Savant and Kade",46,883,21.99,24.11,0,-0.44,1,4.12,8.59
Rai LLC,19,628,428.77,400.25,0,0.86,1,44.53,9.86
"Vohra, Anand and Hayre",21,427,352.88,334.89,0,0.33,0,0.0,0.0
Kurian-Dhingra,27,359,169.66,172.8,1,-0.91,0,0.0,0.0
Kar and Sons,31,397,469.37,619.36,10,0.88,0,0.0,0.0
"Kota, Varghese and Nazareth",45,756,352.11,325.51,10,-0.16,0,0.0,0.0
"Chopra, Contractor and Pau",25,810,154.86,153.64,1,-0.39,1,27.23,8.95
"Saraf, Lata and Parmar",16,670,445.13,420.13,2,-0.8,0,0.0,0.0
Tailor-Shetty,37,391,406.59,383.53,1,-0.82,0,0.0,0.0
Khatri PLC,10,767,294.16,145.56,3,-0.54,0,0.0,0.0
Jaggi-Hans,20,465,425.97,395.75,0,0.56,0,0.0,0.0
Dhawan-Murthy,40,429,484.49,501.17,1,-0.41,0,0.0,0.0
"Mahajan, D’Alia and Rajagopalan",1,589,453.26,185.19,5,-0.88,0,0.0,0.0
Iyengar Ltd,1,417,343.29,350.57,0,-0.77,0,0.0,0.0
Joshi Inc,38,894,14.12,13.13,0,0.11,1,3.12,8.53
Wagle-Borde,21,567,247.19,259.39,0,-0.03,0,0.0,0.0
Chada-Amble,42,513,437.49,462.82,2,-0.16,0,0.0,0.0
"Randhawa, Roy and Das",9,832,468.36,506.09,0,-0.56,0,0.0,0.0
Madan-Seshadri,11,792,240.45,247.43,1,0.29,1,43.98,9.04
"Shroff, Pall and Verma",14,771,227.49,215.74,5,-0.28,0,0.0,0.0
Khatri Ltd,29,578,39.91,42.09,0,0.75,0,0.0,0.0
"Lata, Chaudry and Soman",34,706,40.78,73.36,2,0.6,0,0.0,0.0
"Choudhry, Apte and Cheema",22,857,68.63,70.31,0,-0.9,0,0.0,0.0
"Agate, Chacko and Ratta",39,568,395.77,370.39,1,-0.02,0,0.0,0.0
Bains Ltd,28,617,497.4,269.48,0,-0.22,0,0.0,0.0
"Prabhakar, Sharaf and Yadav",15,775,372.12,372.08,0,0.95,1,73.58,9.12
"Kala, Kannan and Kalla",16,537,447.65,430.73,0,0.81,0,0.0,0.0
Tella-Kunda,27,651,234.95,331.27,3,0.98,0,0.0,0.0
Tella-Kalla,16,601,109.93,106.42,1,-0.63,0,0.0,0.0
Sheth-Shetty,4,502,414.8,386.9,0,0.31,0,0.0,0.0
"Palla, Atwal and Nath",32,562,162.83,178.88,0,-0.45,0,0.0,0.0
"Nanda, Ghose and Amble",38,556,162.51,151.0,0,0.64,0,0.0,0.0
Bhagat-Jani,33,386,469.16,240.55,0,-0.95,0,0.0,0.0
"Dara, Nayar and Date",12,434,197.41,198.64,0,-0.32,0,0.0,0.0
Singhal-Salvi,8,843,350.12,329.63,0,0.54,1,59.52,8.79
Lad LLC,49,388,46.96,49.23,0,0.52,0,0.0,0.0
Korpal-Thakur,48,826,426.81,245.17,2,-0.98,0,0.0,0.0
Narang-Bera,15,567,400.1,370.27,0,0.61,0,0.0,0.0
Kakar PLC,3,365,159.69,149.29,0,0.31,0,0.0,0.0
Dash-Nagi,47,713,197.01,202.47,0,-0.71,0,0.0,0.0
Sharaf Ltd,35,417,446.31,402.34,0,-0.14,0,0.0,0.0
Kulkarni Group,23,582,416.61,413.57,0,-0.68,0,0.0,0.0
Kumar Ltd,19,370,69.85,72.63,0,0.17,0,0.0,0.0
Bajaj-Natarajan,10,420,52.64,34.79,0,-0.18,0,0.0,0.0
"Nagarajan, Dara and Ramakrishnan",43,520,156.37,168.4,0,0.24,0,0.0,0.0
Sagar Group,13,385,286.74,287.76,0,0.81,0,0.0,0.0
"Chanda, Loke and Mallick",43,513,209.41,194.31,1,-0.7,0,0.0,0.0
Borde Ltd,17,721,24.1,21.78,1,0.79,1,3.94,9.39
"Datta, Bhatt and Sengupta",3,514,188.95,180.37,0,0.44,0,0.0,0.0
Nadig-Anand,29,679,228.22,229.24,1,0.16,1,29.37,9.61
Varghese-Baria,49,526,264.72,394.32,0,-0.79,0,0.0,0.0
Tata-Sodhi,34,442,75.88,76.76,1,0.18,0,0.0,0.0
"Pai, Ramanathan and Dara",23,571,109.19,113.48,0,-0.43,0,0.0,0.0
Goda LLC,18,888,79.61,76.09,2,-0.84,0,0.0,0.0
"Dani, Rau and Chauhan",8,861,268.54,450.26,1,0.93,0,0.0,0.0
Roy-Sem,33,340,372.06,359.82,1,0.95,0,0.0,0.0
Din Ltd,12,459,362.75,396.41,0,0.09,0,0.0,0.0
Palan PLC,34,746,448.36,474.34,0,-0.6,0,0.0,0.0
"Edwin, Nath and Tak",10,515,56.29,60.08,1,-0.73,0,0.0,0.0
Dara-Sen,1,680,289.69,262.51,0,-0.95,0,0.0,0.0
"Buch, Dash and Dhingra",26,644,202.42,212.56,0,0.58,1,36.75,9.78
"Zachariah, Prakash and Oommen",23,376,252.84,277.19,1,-0.47,0,0.0,0.0
Srivastava-Khanna,9,633,290.25,316.5,0,0.18,1,45.41,9.84
Dara Inc,26,872,259.14,241.73,0,-0.84,0,0.0,0.0
Raju-Devan,48,657,299.0,320.73,0,0.1,1,54.63,9.71
D’Alia-Seth,9,553,54.52,59.25,0,-0.47,0,0.0,0.0
Wable-Kanda,45,332,103.8,93.84,0,0.68,0,0.0,0.0
Murty-Setty,19,690,378.95,407.77,0,0.09,1,52.52,9.55
Wagle-Sura,2,448,5.12,5.43,0,-0.12,0,0.0,0.0
Ramaswamy Inc,1,323,77.66,84.96,0,-0.78,0,0.0,0.0
Sehgal PLC,33,811,198.68,195.51,0,0.95,1,38.56,8.95
"Kumar, Pandit and Subramanian",28,889,188.12,200.42,0,-0.42,1,42.39,8.55
"Balakrishnan, Banerjee and Talwar",19,569,154.84,209.5,0,0.5,0,0.0,0.0
"Karnik, Pillai and Sarna",10,488,236.31,220.97,0,-0.73,0,0.0,0.0
"Sankar, Pillai and Basak",36,723,132.59,131.5,0,-0.43,1,18.47,9.38
Srivastava-Garg,34,635,79.98,76.11,0,-0.55,0,0.0,0.0
Bail Inc,41,886,262.81,267.56,2,-0.98,0,0.0,0.0
Vaidya Group,24,357,88.91,93.47,2,-0.97,0,0.0,0.0
Ravi Group,21,444,449.22,434.18,0,-0.75,0,0.0,0.0
Chauhan-Ray,12,719,459.59,485.12,0,0.66,1,59.68,9.4
Wali-Yogi,4,598,489.58,476.37,0,0.86,0,0.0,0.0
Dara-Goda,20,860,14.01,12.97,0,0.29,1,2.62,8.7
"Karan, Raman and Keer",33,472,284.68,189.74,1,0.29,0,0.0,0.0
Hari and Sons,4,806,433.02,574.09,0,0.75,0,0.0,0.0
Uppal Group,46,410,63.95,58.58,1,0.97,0,0.0,0.0
Naidu Inc,49,354,261.5,262.64,0,-0.8,0,0.0,0.0
